,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng
458,Comfort,2023-12-12,13:26:00,20 min 4 sec,5.23 km,"Alameda Olga, Barra Funda - São Paulo - SP, 01155-040, BR","R. Doze de Outubro, Lapa - São Paulo - SP, 05072-020, BR",19.35,19.32,32.24,-19.35,12.89,2023-12-12 13:26:00,0 days 00:20:04,5.23,"[-23.5291288, -46.6629702]","[-23.5188042, -46.7034469]"
459,Comfort,2023-12-12,13:03:00,21 min 22 sec,4.24 km,"Rua Tavares Bastos, Perdizes - São Paulo - SP, 05012-020, BR","Av. Marques de São Vicente, Varzea da Barra Funda - São Paulo - SP, 01139-001, BR",17.85,17.85,29.75,-17.85,11.9,2023-12-12 13:03:00,0 days 00:21:22,4.24,"[-23.5360435, -46.6839027]","[-23.5219376, -46.6634704]"
460,Comfort,2023-12-12,12:34:00,25 min 20 sec,11.31 km,"R. Eudoro Lemos, Santana - Sao Paulo - SP, 02030-010, BR","Avenida Pompéia, Perdizes - São Paulo - SP, 05023-001, BR",30.88,30.88,51.36,-30.88,20.48,2023-12-12 12:34:00,0 days 00:25:20,11.31,"[-23.515465, -46.6246144]","[-23.5416239, -46.6903235]"
461,Comfort,2023-12-12,12:15:00,14 min 30 sec,5.39 km,"Rua Apa, Santa Cecília - Sao Paulo - SP, 01201-030, BR","Av. Cruzeiro do Sul, Canindé - São Paulo - SP, 02030-000, BR",18.31,18.31,30.51,-18.31,12.2,2023-12-12 12:15:00,0 days 00:14:30,5.39,"[-23.5350095, -46.6518027]","[-23.5098856, -46.6250721]"
462,UberX,2023-12-11,20:42:00,50 min 5 sec,35.19 km,"Rua Darabi, Cidade Ademar - São Paulo - SP, 04653-170, BR","Rua João Oliveira Salgado, Cachoeirinha - São Paulo - SP, 02676-000, BR",48.29,48.29,59.96,-48.29,11.67,2023-12-11 20:42:00,0 days 00:50:05,35.19,"[-23.6620037, -46.6753528]","[-23.4563985, -46.6717173]"
463,Comfort,2023-12-11,20:26:00,7 min 28 sec,2.19 km,"Avenida Interlagos, Campo Grande - São Paulo - SP, 04661-000, BR","Avenida Celso dos Santos, Bairro Jardim Prudência - São Paulo - SP, 04658-240, BR",11.37,11.21,18.9,-11.37,7.53,2023-12-11 20:26:00,0 days 00:07:28,2.19,"[-23.6828019, -46.6904171]","[-23.6668828, -46.6697344]"
464,Comfort,2023-12-11,19:31:00,43 min 38 sec,14.04 km,"Av. Paulista, Bela Vista - São Paulo - SP, 01310-100, BR","Rua Madre Emilie de Villeneuve, Jabaquara - Sao Paulo - SP, 04367-090, BR",42.74,42.74,68.62,-42.74,25.88,2023-12-11 19:31:00,0 days 00:43:38,14.04,"[-23.5631043, -46.6543825]","[-23.6496187, -46.6679267]"
465,UberX,2023-12-11,19:00:00,26 min 46 sec,8.18 km,"Rua Saguairu, Casa Verde - Sao Paulo - SP, 02514-000, BR","Av. Paulista, Bela Vista - São Paulo - SP, 01310-100, BR",20.99,20.99,34.99,-20.99,14.0,2023-12-11 19:00:00,0 days 00:26:46,8.18,"[-23.5114427, -46.6561297]","[-23.5631043, -46.6543825]"
466,UberX,2023-12-11,18:47:00,9 min 0 sec,2.39 km,"Rua dos Americanos, Santa Cecília - São Paulo - SP, 01138-010, BR","R. Domingos Fasolari, Casa Verde - São Paulo - SP, 02513-010, BR",15.64,10.39,23.34,-21.64,-11.15,2023-12-11 18:47:00,0 days 00:09:00,2.39,"[-23.5227572, -46.6554847]","[-23.5121323, -46.6550744]"
467,Prioridade,2023-12-11,17:40:00,12 min 6 sec,3.82 km,"Rod. Ayrton Senna, Jardim Santo Afonso - Guarulhos - SP, 07262-285, BR","R. Joaquim Moreira, Parque São Miguel - Guarulhos - SP, 07260-220, BR",19.28,14.16,27.82,-19.28,8.54,2023-12-11 17:40:00,0 days 00:12:06,3.82,"[-23.4739752, -46.4360674]","[-23.4584855, -46.4105633]"
468,Comfort,2023-12-11,16:34:00,49 min 14 sec,16.49 km,"Avenida Presidente Humberto de Alencar Castelo Branco, Vila Augusta - Guarulhos - SP, 07024-170, BR","Rua Rosa Ângela Borato Magalhães, Pimentas - Guarulhos - SP, 07260-320, BR",46.51,44.76,50.31,-46.51,3.36,2023-12-11 16:34:00,0 days 00:49:14,16.49,"[-23.4831104, -46.5412228]","[-23.4503974, -46.4129531]"
469,Comfort,2023-12-11,15:17:00,43 min 49 sec,27.09 km,"R. Eduardo Viana, Barra Funda - São Paulo - SP, 01133-040, BR","Terminal 2, Aeroporto Internacional de São Paulo (GRU), Cumbica - Guarulhos - SP, 07190-100, BR",57.72,57.72,96.48,-57.72,37.42,2023-12-11 15:17:00,0 days 00:43:49,27.09,"[-23.5188625, -46.6543048]","[-23.4262553, -46.4816624]"
470,UberX,2023-12-11,07:37:00,1 hr 17 min,35.30 km,"Terminal 2, Aeroporto Internacional de São Paulo (GRU), Cumbica - Guarulhos - SP, 07190-100, BR","R. Hungara, Vila Ipojuca - São Paulo - SP, 05055-010, BR",75.32,67.97,119.85,-75.32,38.93,2023-12-11 07:37:00,0 days 01:17:00,35.3,"[-23.4262553, -46.4816624]","[-23.5311377, -46.7033328]"
471,Comfort,2023-12-11,05:51:00,37 min 15 sec,26.98 km,"Rua Anhangüera, Santa Cecília - São Paulo - SP, 01135-000, BR","Terminal 2, Aeroporto Internacional de São Paulo (GRU), Cumbica - Guarulhos - SP, 07190-100, BR",67.61,57.54,113.99,-67.61,45.04,2023-12-11 05:51:00,0 days 00:37:15,26.98,"[-23.5237361, -46.6528517]","[-23.4262553, -46.4816624]"
472,Comfort,2023-12-24,15:39:00,28 min 8 sec,19.67 km,"R. Santa Rosa Junior, Vila Pirajussara - São Paulo - SP, 05579-010, BR","Avenida Monte Celeste, Limão - Sao Paulo - SP, 02561-000, BR",42.16,42.16,52.81,-42.16,10.65,2023-12-24 15:39:00,0 days 00:28:08,19.67,"[-23.5707725, -46.7126937]","[-23.4932299, -46.6752044]"
473,UberX,2023-12-24,15:27:00,4 min 49 sec,1.59 km,"R. Boturoca, Vila Indiana - São Paulo - SP, 05586-010, BR","Rua Padre Justino, Butantã - São Paulo - SP, 05580-095, BR",7.0,6.0,11.66,-7.0,4.08,2023-12-24 15:27:00,0 days 00:04:49,1.59,"[-23.5728579, -46.7278607]","[-23.5714331, -46.7180808]"
474,Comfort,2023-12-24,15:14:00,9 min 25 sec,5.13 km,"Avenida Rebouças, Pinheiros - São Paulo - SP, 05401-450, BR","Rua Capitão Nicolau Puccini, Butantã - São Paulo - SP, 05592-070, BR",15.53,15.53,25.89,-15.53,10.36,2023-12-24 15:14:00,0 days 00:09:25,5.13,"[-23.5645767, -46.678679]","[-23.5782786, -46.7368537]"
475,UberX,2023-12-24,14:59:00,10 min 20 sec,8.13 km,"Av. Jaguaré, Jaguaré - São Paulo - SP, 05346-903, BR","Av. Rebouças, Bairro Pinheiros - São Paulo - SP, 05402-600, BR",21.61,21.61,36.01,-21.61,9.0,2023-12-24 14:59:00,0 days 00:10:20,8.13,"[-23.5519986, -46.7410387]","[-23.5645767, -46.678679]"
476,UberX,2023-12-24,14:48:00,6 min 14 sec,3.12 km,"Avenida Presidente Altino, Jaguaré - São Paulo - SP, 05323-002, BR","Avenida Kenkiti Shimomoto, Jaguaré - São Paulo - SP, 05347-010, BR",11.28,10.28,14.94,-11.28,3.66,2023-12-24 14:48:00,0 days 00:06:14,3.12,"[-23.5448989, -46.7512134]","[-23.551742, -46.7393996]"
477,UberX,2023-12-24,13:03:00,31 min 9 sec,12.08 km,"Rua Cícero Moura Tavares, Parque Imperial - Barueri - SP, 06462-005, BR","Av. Dos Autonomistas, Vila Yara - Osasco - SP, 06020-010, BR",20.9,20.9,34.84,-20.9,8.71,2023-12-24 13:03:00,0 days 00:31:09,12.08,"[-23.4828384, -46.80732]","[-23.5395904, -46.7712544]"
478,UberX,2023-12-24,12:50:00,3 min 49 sec,0.83 km,"Av. João Ventura dos Santos, Parque Imperial - Barueri - SP, 06263-100, BR","Rua Doutor Carlos Ubaldino Bueno de Abreu, Portal d'Oeste - Osasco - SP, 06263-120, BR",7.12,5.62,10.92,-7.12,3.8,2023-12-24 12:50:00,0 days 00:03:49,0.83,"[-23.4938571, -46.800538]","[-23.4923312, -46.8015688]"
479,UberX,2023-12-24,12:40:00,13 min 17 sec,5.80 km,"Av. Piracema, Tamboré - Barueri - SP, 06460-030, BR","Rua Nélson Rodrigues, Helena Maria - Osasco - SP, 06253-020, BR",10.79,10.79,17.99,-10.79,7.2,2023-12-24 12:40:00,0 days 00:13:17,5.8,"[-23.5021847, -46.8318711]","[-23.495627, -46.8006537]"
480,Comfort,2023-12-24,12:23:00,8 min 42 sec,3.86 km,"Al. Rio Negro, Alphaville - Barueri - SP, 06454-000, BR","Av. Piracema, Tamboré - Barueri - SP, 06460-030, BR",11.03,11.03,18.38,-11.03,7.35,2023-12-24 12:23:00,0 days 00:08:42,3.86,"[-23.4992497, -46.8481209]","[-23.5021847, -46.8318711]"
481,UberX,2023-12-24,11:16:00,38 min 38 sec,29.45 km,"R. Cônego Vicente Miguel Marino, Barra Funda - São Paulo - SP, 01135-020, BR","Av. Universitário, Alphaville - Santana de Parnaíba - SP, 06542-089, BR",46.02,46.02,62.58,-53.02,1.36,2023-12-24 11:16:00,0 days 00:38:38,29.45,"[-23.5268093, -46.6512346]","[-23.4728041, -46.8745748]"
482,UberX,2023-12-23,20:58:00,44 min 2 sec,29.22 km,"Rua Joana Borrego Molina, Cocaia - Guarulhos - SP, 07121-380, BR","Rua Soares de Barros, Itaim Bibi - São Paulo - SP, 04538-060, BR",42.78,42.78,68.54,-42.78,10.76,2023-12-23 20:58:00,0 days 00:44:02,29.22,"[-23.4488389, -46.5213769]","[-23.5897192, -46.6799596]"
483,UberX,2023-12-23,19:07:00,1 hr 1 min,36.08 km,"Rua João Elias Calache, Bairro Jardim Prudência - São Paulo - SP, 04368-090, BR","R. Maria Zintl, Cocaia - Guarulhos - SP, 07121-390, BR",53.97,51.92,76.03,-53.97,7.06,2023-12-23 19:07:00,0 days 01:01:00,36.08,"[-23.6570543, -46.6662978]","[-23.4478675, -46.5231872]"
484,UberX,2023-12-23,18:23:00,35 min 32 sec,18.85 km,"Av. Doutor Enéas Carvalho Aguiar, Cerqueira César - São Paulo - SP, 05403-000, BR","R. Gonçalo Moreira, Vila Constancia - São Paulo - SP, 04658-090, BR",53.39,53.39,63.15,-59.39,-9.47,2023-12-23 18:23:00,0 days 00:35:32,18.85,"[-23.5564875, -46.6704223]","[-23.6714224, -46.6664082]"
485,Comfort,2023-12-23,18:09:00,11 min 59 sec,4.82 km,"R. Heitor Penteado, Sumare - São Paulo - SP, 05438-300, BR","R. Cristiano Viana, Cerqueira César - São Paulo - SP, 05411-000, BR",15.99,15.99,26.65,-15.99,10.66,2023-12-23 18:09:00,0 days 00:11:59,4.82,"[-23.5481536, -46.6859085]","[-23.5596937, -46.6768226]"
486,Comfort,2023-12-23,17:57:00,7 min 9 sec,1.77 km,"1244 Rua Heitor Penteado, Sumaré - São Paulo - SP, 05438-100, BR","Praça Araçariguama, Perdizes - São Paulo - SP, 05027-040, BR",10.0,8.0,15.36,-10.0,5.36,2023-12-23 17:57:00,0 days 00:07:09,1.77,"[-23.5465064, -46.6902668]","[-23.5375632, -46.6949717]"
487,UberX,2023-12-23,17:42:00,9 min 55 sec,3.15 km,"Rua Mário Whately, Lapa - São Paulo - SP, 05083-140, BR","Pç. Américo Jacomino, Sumarezinho - São Paulo - SP, 05437-010, BR",10.83,8.08,14.95,-10.83,4.12,2023-12-23 17:42:00,0 days 00:09:55,3.15,"[-23.5344941, -46.7168751]","[-23.5464092, -46.6910339]"
488,UberX,2023-12-23,14:41:00,54 min 8 sec,41.31 km,"Rua Itapiranga, Vila Floresta - Santo André - SP, 09050-240, BR","Rua Raul Lessa, Castelo Branco - Osasco - SP, 06236-100, BR",60.34,60.27,71.86,-67.34,-2.36,2023-12-23 14:41:00,0 days 00:54:08,41.31,"[-23.6724111, -46.5498049]","[-23.5084057, -46.7911876]"
489,UberX,2023-12-23,14:10:00,20 min 48 sec,10.08 km,"Rua Maria Cardoso da Costa, Cooperativa - São Bernardo do Campo - SP, 09851-620, BR","Rua Rio Preto, Vila Valparaíso - Santo André - SP, 09060-090, BR",17.78,17.78,21.94,-17.78,4.16,2023-12-23 14:10:00,0 days 00:20:48,10.08,"[-23.7153259, -46.5935979]","[-23.6695529, -46.5482358]"
490,UberX,2023-12-23,13:23:00,49 min 13 sec,34.65 km,"Avenida Leonor, Vila Augusta - Guarulhos - SP, 07025-200, BR","Rua Maria Cardoso da Costa, Cooperativa - São Bernardo do Campo - SP, 09851-620, BR",50.29,50.29,53.6,-50.29,-5.38,2023-12-23 13:23:00,0 days 00:49:13,34.65,"[-23.4840974, -46.5415047]","[-23.7153259, -46.5935979]"
491,UberX,2023-12-23,13:03:00,15 min 0 sec,3.93 km,"Pç. Tereza Cristina, Centro - Guarulhos - SP, 07023-070, BR","R. Ana Soares Barcelos, Vila Venditti - Guarulhos - SP, 07031-070, BR",13.57,12.07,19.97,-13.57,6.4,2023-12-23 13:03:00,0 days 00:15:00,3.93,"[-23.4678664, -46.5331122]","[-23.4909076, -46.5443957]"
492,UberX,2023-12-23,13:02:00,2 min 3 sec,0.61 km,"Rua Maria Lucinda, Centro - Guarulhos - SP, 07090-160, BR","R. Sete de Setembro, Centro - Guarulhos - SP, 07011-020, BR",5.98,5.98,9.97,-5.98,3.99,2023-12-23 13:02:00,0 days 00:02:03,0.61,"[-23.469155, -46.5354758]","[-23.4689911, -46.5293992]"
493,Comfort,2023-12-23,12:16:00,21 min 48 sec,17.28 km,"R. Professor Milton Rodriguez, Parque Anhembi - São Paulo - SP, 02009-040, BR","Jardim Santa Edwirges - Guarulhos - SP, 07010-020, BR",39.47,39.47,65.38,-39.47,25.91,2023-12-23 12:16:00,0 days 00:21:48,17.28,"[-23.5175872, -46.6389342]","[-23.467501, -46.5291339]"
494,UberX,2023-12-23,11:55:00,16 min 2 sec,5.92 km,"Rua Martim Francisco, Santa Cecília - São Paulo - SP, 01226-000, BR","Av. Cruzeiro do Sul, Canindé - São Paulo - SP, 02030-000, BR",15.93,15.93,25.08,-22.93,2.05,2023-12-23 11:55:00,0 days 00:16:02,5.92,"[-23.5393953, -46.6525012]","[-23.5098856, -46.6250721]"
495,UberX,2023-12-23,01:20:00,9 min 57 sec,5.22 km,"Avenida Professor Celestino Bourroul, Limão - São Paulo - SP, 02710-900, BR","R. Nova dos Portugueses, Chora Menino - São Paulo - SP, 02462-081, BR",17.23,12.73,24.96,-17.23,7.73,2023-12-23 01:20:00,0 days 00:09:57,5.22,"[-23.5100665, -46.6733426]","[-23.4898296, -46.6429074]"
496,UberX,2023-12-23,01:06:00,8 min 35 sec,4.30 km,"Rua Aurélia, Lapa - São Paulo - SP, 05046-000, BR","Rua Torres da Barra, Barra Funda - São Paulo - SP, 01139-040, BR",11.98,11.98,19.96,-11.98,7.98,2023-12-23 01:06:00,0 days 00:08:35,4.3,"[-23.526361, -46.6978265]","[-23.5140418, -46.6868586]"
497,Black,2023-12-23,00:20:00,23 min 17 sec,9.07 km,"Rua Formosa, República - Sao Paulo - SP, 01049-000, BR","Rua Caio Graco, Lapa - Sao Paulo - SP, 05044-000, BR",34.37,34.37,53.5,-34.37,19.13,2023-12-23 00:20:00,0 days 00:23:17,9.07,"[-23.5463455, -46.6378899]","[-23.526433, -46.694324]"
498,Black,2023-12-22,23:36:00,39 min 3 sec,13.02 km,"Rua Tavares Bastos, Perdizes - São Paulo - SP, 05012-020, BR","Rua Roberto Simonsen, Sé - São Paulo - SP, 01017-902, BR",48.71,46.46,60.14,-48.71,11.43,2023-12-22 23:36:00,0 days 00:39:03,13.02,"[-23.5360435, -46.6839027]","[-23.5492084, -46.6321268]"
499,Black,2023-12-22,23:13:00,16 min 41 sec,5.03 km,"Rua Doutor Ribeiro de Almeida, Santa Cecília - São Paulo - SP, 01137-020, BR","Rua Coronel Firmo da Silva, Perdizes - São Paulo - SP, 01255-040, BR",21.97,21.97,34.56,-26.97,7.59,2023-12-22 23:13:00,0 days 00:16:41,5.03,"[-23.5248113, -46.6531882]","[-23.5442989, -46.6840714]"
500,Comfort,2023-12-22,22:46:00,19 min 2 sec,5.98 km,"Rua Mário, Lapa - São Paulo - SP, 05048-010, BR","R. Boracéa, Barra Funda - São Paulo - SP, 01135-010, BR",19.44,19.19,32.34,-19.44,12.9,2023-12-22 22:46:00,0 days 00:19:02,5.98,"[-23.5311417, -46.697144]","[-23.5259287, -46.651675]"
501,Comfort,2023-12-22,22:21:00,21 min 51 sec,7.14 km,"R. Jerônimo da Veiga, Jardim Europa - São Paulo - SP, 04536-000, BR","Rua Armando Brussolo, Lapa - São Paulo - SP, 05048-050, BR",26.11,23.86,39.92,-26.11,13.81,2023-12-22 22:21:00,0 days 00:21:51,7.14,"[-23.5813074, -46.6806316]","[-23.5335057, -46.6964599]"
502,Black,2023-12-22,21:03:00,17 min 31 sec,11.52 km,"Rua Fiandeiras, Itaim Bibi - Sao Paulo - SP, 04545-001, BR","Rua Luís Seraphico Júnior, Santo Amaro - Sao Paulo - SP, 04729-080, BR",33.29,33.28,51.85,-33.29,18.56,2023-12-22 21:03:00,0 days 00:17:31,11.52,"[-23.5970349, -46.676531]","[-23.6364842, -46.7168868]"
503,Comfort,2023-12-22,20:42:00,15 min 37 sec,5.10 km,"Alameda Santos, Jardim Paulista - São Paulo - SP, 01418-102, BR","Rua Afonso Braz, Moema - São Paulo - SP, 04511-001, BR",17.65,17.65,29.41,-17.65,11.76,2023-12-22 20:42:00,0 days 00:15:37,5.1,"[-23.5609755, -46.6589717]","[-23.5949636, -46.6728172]"
504,Comfort,2023-12-22,19:45:00,24 min 40 sec,6.87 km,"R. Almirante Marques de Leão, Bela Vista - São Paulo - SP, 01330-010, BR","Av. Francisco Matarazzo, Água Branca - São Paulo - SP, 05003-020, BR",27.49,24.74,45.37,-32.49,12.88,2023-12-22 19:45:00,0 days 00:24:40,6.87,"[-23.5609011, -46.6489566]","[-23.527052, -46.6726502]"
505,Black,2023-12-22,19:37:00,7 min 28 sec,2.45 km,"Av. Paulista, Bela Vista - São Paulo - SP, 01310-100, BR","Rua dos Franceses, Bela Vista - São Paulo - SP, 01329-010, BR",16.25,14.25,23.5,-21.25,1.53,2023-12-22 19:37:00,0 days 00:07:28,2.45,"[-23.5631043, -46.6543825]","[-23.560282, -46.6477438]"
506,Black,2023-12-22,19:23:00,10 min 0 sec,1.79 km,"Al. Lorena, Cerqueira César - São Paulo - SP, 01424-001, BR","Alameda Santos, Jardim Paulista - São Paulo - SP, 01418-100, BR",12.09,12.09,21.33,-17.09,4.24,2023-12-22 19:23:00,0 days 00:10:00,1.79,"[-23.5660923, -46.6634405]","[-23.5653542, -46.6538288]"
507,Comfort,2023-12-22,18:59:00,19 min 40 sec,4.81 km,"Rua Eugênio de Medeiros, Pinheiros - Sao Paulo - SP, 05425-000, BR","Rua Padre João Manuel, Jardim Paulista - Sao Paulo - SP, 01411-000, BR",24.6,18.1,34.33,-31.6,-1.07,2023-12-22 18:59:00,0 days 00:19:40,4.81,"[-23.5689283, -46.7003259]","[-23.5631342, -46.6635465]"
508,Comfort,2023-12-22,18:42:00,6 min 6 sec,2.24 km,"Rua Coronel Palimércio de Resende, Butantã - Sao Paulo - SP, 05505-010, BR","R. Guaicui, Pinheiros - São Paulo - SP, 05427-030, BR",14.48,10.48,18.09,-14.48,3.61,2023-12-22 18:42:00,0 days 00:06:06,2.24,"[-23.5687371, -46.7100951]","[-23.5661934, -46.6965006]"
509,Comfort,2023-12-22,17:47:00,9 min 28 sec,3.92 km,"Praça Professor Jorge Americano - Butantã, São Paulo - SP, 05508-000, Brasil","Rua Uberlândia, Rio Pequeno - São Paulo - SP, 05365-040, BR",23.08,15.33,28.52,-23.08,5.44,2023-12-22 17:47:00,0 days 00:09:28,3.92,"[-23.563475, -46.7211386]","[-23.5759166, -46.7465681]"
510,Comfort,2023-12-22,17:25:00,7 min 45 sec,3.20 km,"Espaço Brasiliana R. Da Biblioteca, Universitária - São Paulo - SP, 05508-065, BR","Rua Pangaré, Butantã - Sao Paulo - SP, 05360-130, BR",13.03,12.03,20.61,-13.03,7.58,2023-12-22 17:25:00,0 days 00:07:45,3.2,"[-23.5617026, -46.7223989]","[-23.5645716, -46.7431957]"
511,Black,2023-12-22,16:07:00,23 min 15 sec,6.06 km,"Rua Morro Verde, Consolação - São Paulo - SP, 01245-020, BR","Rua Joaquim Floriano, Itaim Bibi - São Paulo - SP, 04534-003, BR",28.62,28.62,49.08,-35.62,13.46,2023-12-22 16:07:00,0 days 00:23:15,6.06,"[-23.5534675, -46.6647245]","[-23.5852385, -46.677012]"
512,Black,2023-12-22,15:39:00,24 min 27 sec,6.96 km,"Rua Engenheiro Sá Rocha, Alto de Pinheiros - São Paulo - SP, 05454-020, BR","Avenida Angélica, Consolação - São Paulo - SP, 01228-200, BR",39.22,36.97,65.37,-39.22,26.15,2023-12-22 15:39:00,0 days 00:24:27,6.96,"[-23.5426085, -46.7112709]","[-23.552584, -46.6611833]"
513,Black,2023-12-22,15:04:00,24 min 16 sec,7.61 km,"Alameda Itu, Jardim Paulista - São Paulo - SP, 01421-005, BR","Avenida Diógenes Ribeiro de Lima, Alto de Pinheiros - São Paulo - SP, 05458-001, BR",37.11,35.36,55.01,-37.11,17.9,2023-12-22 15:04:00,0 days 00:24:16,7.61,"[-23.5626325, -46.6608741]","[-23.5450519, -46.7144829]"
514,Black,2023-12-22,14:41:00,17 min 57 sec,5.53 km,"Rua Doutor Haberbeck Brandão, Moema - Sao Paulo - SP, 04027-040, BR","R. Bela Cintra, 2245, São Paulo - SP, 01415-009, BR",25.69,25.69,40.24,-25.69,14.55,2023-12-22 14:41:00,0 days 00:17:57,5.53,"[-23.6013557, -46.6522281]","[-23.564027, -46.66952939999999]"
515,Comfort,2023-12-22,13:52:00,32 min 21 sec,13.47 km,"Avenida Rio Branco, Santa Cecília - São Paulo - SP, 01205-001, BR","Aeroporto Deputado Freitas Nobre (CGH), Vila Congonhas - São Paulo - SP, 04626-911, BR",36.49,36.49,60.51,-42.49,18.02,2023-12-22 13:52:00,0 days 00:32:21,13.47,"[-23.5364994, -46.6423871]","[-23.6256024, -46.6584716]"
516,Comfort,2023-12-22,01:27:00,31 min 44 sec,17.46 km,"Avenida Ibirapuera, Moema - São Paulo - SP, 04028-002, BR","R. Professor Dorival Dias Minhoto, Lauzane Paulista - São Paulo - SP, 02435-090, BR",40.5,40.5,67.07,-40.5,26.57,2023-12-22 01:27:00,0 days 00:31:44,17.46,"[-23.6071034, -46.6653982]","[-23.4811855, -46.6448744]"
517,Comfort,2023-12-22,00:48:00,31 min 9 sec,14.33 km,"R. Nestor Pestana, Consolação - São Paulo - SP, 01303-010, BR","Rua Doutor Antônio Bento, Santo Amaro - São Paulo - SP, 04750-001, BR",38.59,35.43,64.26,-38.59,25.67,2023-12-22 00:48:00,0 days 00:31:09,14.33,"[-23.5486744, -46.6454366]","[-23.6450507, -46.7019419]"
518,Comfort,2023-12-22,00:30:00,11 min 39 sec,3.47 km,"Rua Barão de Capanema, Jardim Paulista - São Paulo - SP, 01411-011, BR","R. Alvaro de Carvalho, Centro - Sao Paulo - SP, 01050-070, BR",19.47,12.97,22.16,-19.47,2.69,2023-12-22 00:30:00,0 days 00:11:39,3.47,"[-23.5675568, -46.6658919]","[-23.5491833, -46.6425156]"
519,Comfort,2023-12-22,00:10:00,5 min 26 sec,1.95 km,"Rua Colônia da Glória, Vila Mariana - São Paulo - SP, 04113-001, BR","Rua Conde de Irajá, Vila Mariana - São Paulo - SP, 04119-010, BR",10.28,8.53,14.91,-10.28,4.63,2023-12-22 00:10:00,0 days 00:05:26,1.95,"[-23.5868825, -46.6270039]","[-23.5916059, -46.6333636]"
520,Comfort,2023-12-21,23:48:00,17 min 54 sec,6.04 km,"R. Da Glória, Liberdade - São Paulo - SP, 01510-000, BR","Rua Doutor Sabóia de Medeiros, Vila Mariana - Sao Paulo - SP, 04120-110, BR",22.2,19.95,33.53,-22.2,11.33,2023-12-21 23:48:00,0 days 00:17:54,6.04,"[-23.5567341, -46.6341371]","[-23.5967545, -46.6288455]"
521,Comfort,2023-12-21,23:12:00,27 min 41 sec,8.17 km,"R. Mourato Coelho, Vila Madalena - São Paulo - SP, 05417-012, BR","Rua Helena Zerrener, Sé - São Paulo - SP, 01512-020, BR",41.81,38.06,69.68,-41.81,27.87,2023-12-21 23:12:00,0 days 00:27:41,8.17,"[-23.5576075, -46.691737]","[-23.5535732, -46.6287264]"
522,Comfort,2023-12-21,20:38:00,27 min 46 sec,13.86 km,"Rua Madre de Deus, Móoca - Sao Paulo - SP, 03119-001, BR","Vila Bianca - São Paulo - SP, 02022-130, BR",32.56,32.56,54.11,-32.56,21.55,2023-12-21 20:38:00,0 days 00:27:46,13.86,"[-23.5664744, -46.5905169]","[-23.5041668, -46.6361997]"
523,UberX,2023-12-21,20:20:00,11 min 9 sec,3.76 km,"Rua Serra de Jairé, Água Rasa - São Paulo - SP, 03175-001, BR","Avenida Paes de Barros, Móoca - São Paulo - SP, 03115-020, BR",11.21,8.71,14.96,-11.21,3.75,2023-12-21 20:20:00,0 days 00:11:09,3.76,"[-23.5522848, -46.581575]","[-23.561586, -46.598528]"
524,Comfort,2023-12-21,19:49:00,19 min 40 sec,5.58 km,"Rua Pereira da Nóbrega, Ipiranga - São Paulo - SP, 01549-020, BR","Praça Prof. Osório de Almeida, Alto da Mooca - São Paulo - SP, 03178-070, BR",21.5,18.75,35.84,-21.5,14.34,2023-12-21 19:49:00,0 days 00:19:40,5.58,"[-23.5766179, -46.6144524]","[-23.5563845, -46.5857011]"
525,Comfort,2023-12-21,19:07:00,12 min 51 sec,4.01 km,"Rua Domingos de Morais, Vila Mariana - São Paulo - SP, 04010-200, BR","Avenida Lacerda Franco, Cambuci - São Paulo - SP, 01536-000, BR",18.82,13.57,26.22,-23.82,1.52,2023-12-21 19:07:00,0 days 00:12:51,4.01,"[-23.5894194, -46.6351868]","[-23.5690794, -46.6235862]"
526,Comfort,2023-12-21,18:55:00,8 min 29 sec,2.87 km,"Rua Paulo Orozimbo, Liberdade - São Paulo - SP, 01535-001, BR","Rua Vergueiro, Vila Mariana - São Paulo - SP, 04102-000, BR",13.31,11.06,22.19,-13.31,8.88,2023-12-21 18:55:00,0 days 00:08:29,2.87,"[-23.5757975, -46.6261628]","[-23.5810048, -46.6385594]"
527,Comfort,2023-12-21,18:48:00,4 min 47 sec,1.51 km,"Rua Baltazar Lisboa, Vila Mariana - São Paulo - SP, 04110-060, BR","R. Basílio da Cunha, Vila Deodoro - São Paulo - SP, 01544-000, BR",9.43,7.93,18.28,-16.43,-1.2,2023-12-21 18:48:00,0 days 00:04:47,1.51,"[-23.5857237, -46.6334127]","[-23.5769555, -46.6253094]"
528,Comfort,2023-12-21,18:11:00,35 min 40 sec,9.49 km,"Praça dos Amagás, Pinheiros - São Paulo - SP, 05419-020, BR","Rua Vergueiro, Vila Mariana - São Paulo - SP, 04101-300, BR",31.87,31.87,52.98,-41.87,14.11,2023-12-21 18:11:00,0 days 00:35:40,9.49,"[-23.5622281, -46.6922136]","[-23.5903733, -46.6317341]"
529,Comfort,2023-12-21,17:55:00,11 min 52 sec,2.33 km,"R. Grécia, Jardim Europa - São Paulo - SP, 16304-610, BR","Rua Cunha Gago, Pinheiros - Sao Paulo - SP, 05421-001, BR",14.3,12.28,23.46,-21.3,-0.25,2023-12-21 17:55:00,0 days 00:11:52,2.33,"[-23.574895, -46.6843658]","[-23.5639034, -46.6927724]"
