,type,date,time,duration,distance,origin,destination,total_earning,base_fare,customer_fare,paid_to_driver,paid_to_uber,datetime,duration_dt,distance_km,origin_lat_lng,destination_lat_lng,fee,earning_pct,earning_base_fare_pct,traffic_benchmark,ted,bfd,cfd,pud,tei,bfi,cfi,pui,tedi,bfdi,cfdi,pudi,duration_min_float,origin_lat,origin_lng,cluster
2648,Black,2024-09-24,13:59:00,5 min 17 sec,1.46 km,"Rua Padre Azevedo, Santana - São Paulo - SP, 02044-120, BR","R. Pedro Doll, Santana - São Paulo - SP, 02404-000, BR",10.83,10.83,16.14,10.83,5.31,2024-09-24 13:59:00,0 days 00:05:17,1.46,"[-23.496258, -46.6180103]","[-23.4915172, -46.6279645]",32.8996282527881,67.1003717472119,67.1003717472119,3.6187214611872154,1.1666068222621184,1.1666068222621184,1.7385996409335729,0.5719928186714542,7.417808219178083,7.417808219178083,11.054794520547944,3.636986301369863,1.4040015556803942,1.4040015556803942,2.0923901300721663,0.6883885743917721,5.283333333333333,-23.496258,-46.61801,-1
2649,Black,2024-09-24,13:43:00,9 min 31 sec,2.61 km,"Rua Dom Henrique Mourão, Santana - São Paulo - SP, 02405-030, BR","Rua Antônio Guganis, Santana - São Paulo - SP, 02044-110, BR",13.97,13.97,22.71,13.97,8.74,2024-09-24 13:43:00,0 days 00:09:31,2.61,"[-23.4911869, -46.6325183]","[-23.4979185, -46.6183416]",38.4852487890797,61.5147512109203,61.5147512109203,3.646232439335888,1.033538840937115,1.033538840937115,1.6801479654747224,0.6466091245376079,5.352490421455939,5.352490421455939,8.701149425287356,3.348659003831418,0.5624333192423053,0.5624333192423053,0.9143064194697748,0.3518731002274695,9.516666666666667,-23.491187,-46.632518,27
2650,Comfort,2024-09-24,13:39:00,1 min 58 sec,0.75 km,"Rua Santo Egídio, Santana - São Paulo - SP, 02461-011, BR","Rua Santo Egídio, Santana - São Paulo - SP, 02461-010, BR",10.64,7.89,12.31,10.64,-2.07,2024-09-24 13:39:00,0 days 00:01:58,0.75,"[-23.4903765, -46.6396544]","[-23.4934254, -46.6367259]",-16.815597075548332,86.43379366368806,64.09423233143785,2.6222222222222222,1.7832402234636873,1.3223463687150838,2.063128491620112,-0.3469273743016759,14.186666666666667,10.52,16.413333333333334,-2.76,7.213559322033899,5.349152542372882,8.345762711864408,-1.4033898305084749,1.9666666666666666,-23.490376,-46.639654,27
2651,Black,2024-09-24,13:15:00,8 min 49 sec,2.64 km,"Pç. Domingos Correia Da Cruz, Santa Terezinha - São Paulo - SP, 02405-060, BR","Rua Álvaro Gomes, Mandaqui - São Paulo - SP, 02421-010, BR",17.53,14.78,21.67,17.53,4.14,2024-09-24 13:15:00,0 days 00:08:49,2.64,"[-23.4916079, -46.633534]","[-23.4751665, -46.6329314]",19.1047531149054,80.8952468850946,68.20489155514535,3.3396464646464645,1.3677503250975294,1.153185955786736,1.6907672301690508,0.3230169050715214,6.640151515151516,5.598484848484848,8.208333333333334,1.568181818181818,0.7531362777109469,0.634988829695824,0.9310018903591684,0.1778656126482213,8.816666666666666,-23.491608,-46.633534,27
2652,Black,2024-09-24,12:51:00,13 min 59 sec,3.24 km,"Rua General Bagueira, Santana - São Paulo - SP, 02021-010, BR","Avenida Água Fria, Santana - São Paulo - SP, 02333-000, BR",20.27,17.52,23.68,20.27,3.41,2024-09-24 12:51:00,0 days 00:13:59,3.24,"[-23.4985368, -46.6338533]","[-23.4851665, -46.6228004]",14.40033783783784,85.59966216216216,73.98648648648648,4.315843621399177,1.1271547729379054,0.9742354031510656,1.3167747914735866,0.1896200185356812,6.256172839506172,5.407407407407407,7.308641975308642,1.0524691358024691,0.447402110095793,0.3867037478479672,0.5226680792830972,0.0752659691873041,13.983333333333333,-23.498537,-46.633853,27
2653,Black,2024-09-24,12:33:00,6 min 38 sec,1.50 km,"R. Leão XIII, Jardim Sao Bento - São Paulo - SP, 02526-000, BR","Alameda Afonso Schmidt, Santana - São Paulo - SP, 02450-000, BR",12.17,10.67,16.98,12.17,4.81,2024-09-24 12:33:00,0 days 00:06:38,1.5,"[-23.5022906, -46.6466702]","[-23.497796, -46.6375709]",28.327444051825672,71.67255594817432,62.83863368669023,4.422222222222223,1.1445141065830722,1.003448275862069,1.5968652037617557,0.4523510971786834,8.113333333333333,7.113333333333333,11.32,3.2066666666666666,1.2231155778894471,1.072361809045226,1.7065326633165827,0.4834170854271356,6.633333333333334,-23.502291,-46.64667,-1
2654,Black,2024-09-24,08:18:00,16 min 15 sec,2.83 km,"Rua Alves Guimarães, Jardim Paulista - Sao Paulo - SP, 05410-000, BR","Avenida Brigadeiro Faria Lima, Pinheiros - Sao Paulo - SP, 01452-002, BR",24.51,22.76,40.85,24.51,9.4,2024-09-24 08:18:00,0 days 00:16:15,2.83,"[-23.558074, -46.6765949]","[-23.5689205, -46.6919469]",23.011015911872708,60.0,55.71603427172583,5.742049469964664,1.2103703703703703,1.1239506172839506,2.017283950617284,0.4641975308641975,8.660777385159012,8.042402826855124,14.434628975265015,3.3215547703180213,0.5329709160097853,0.4949170970372383,0.8882848600163087,0.204403370481109,16.25,-23.558074,-46.676595,1
2655,Black,2024-09-24,08:05:00,10 min 12 sec,2.06 km,"Rua da Consolação, Consolação - São Paulo - SP, 01302-001, BR","Av. Dr. Enéas de Carvalho Aguiar, Cerqueira César - São Paulo - SP, 05402-000, BR",11.01,9.51,16.63,11.01,5.62,2024-09-24 08:05:00,0 days 00:10:12,2.06,"[-23.5539462, -46.6609308]","[-23.5564875, -46.6704223]",33.794347564642216,66.20565243535779,57.1858087793145,4.951456310679611,0.7753521126760564,0.6697183098591549,1.1711267605633802,0.3957746478873239,5.344660194174757,4.616504854368932,8.072815533980583,2.7281553398058254,0.5239862935465448,0.452598515134209,0.7914525033314296,0.2674662097848848,10.2,-23.553946,-46.660931,8
2656,Black,2024-09-24,07:53:00,7 min 18 sec,1.22 km,"Rua Cristiano Viana, Jardim Paulista - São Paulo - SP, 05411-000, BR","Av. Dr. Arnaldo, Pacaembu - São Paulo - SP, 01246-000, BR",16.76,9.51,21.64,16.76,4.88,2024-09-24 07:53:00,0 days 00:07:18,1.22,"[-23.5596937, -46.6768226]","[-23.5553464, -46.6675433]",22.55083179297597,77.44916820702403,43.94639556377079,5.983606557377049,1.4831858407079646,0.8415929203539823,1.9150442477876104,0.4318584070796459,13.737704918032788,7.795081967213115,17.737704918032787,4.0,1.8818773860318887,1.0678194475634406,2.429822591511341,0.5479452054794521,7.3,-23.559694,-46.676823,1
2658,Business Comfort,2024-09-23,19:45:00,56 min 6 sec,27.81 km,"Rua Henrique Schaumann, Jardim Paulista - Sao Paulo - SP, 05413-010, BR","Av. Dos Andradas, Vila Assunção - Santo André - SP, 09030-350, BR",72.79,72.79,81.17,72.79,8.38,2024-09-23 19:45:00,0 days 00:56:06,27.81,"[-23.563227, -46.6787987]","[-23.6681724, -46.5284711]",10.324011334236788,89.67598866576321,89.67598866576321,2.017259978425027,1.2111480865224626,1.2111480865224626,1.3505823627287854,0.1394342762063228,2.617403811578569,2.617403811578569,2.918734268248832,0.3013304566702625,0.0466560394220778,0.0466560394220778,0.0520273488101395,0.0053713093880617,56.1,-23.563227,-46.678799,1
2659,Black,2024-09-23,14:46:00,9 min 52 sec,1.38 km,"Rua Pamplona, Bela Vista - Sao Paulo - SP, 01405-000, BR","Al. Santos, Paraíso - São Paulo - SP, 01418-000, BR",14.59,14.59,24.31,14.59,9.72,2024-09-23 14:46:00,0 days 00:09:52,1.38,"[-23.5619696, -46.6521749]","[-23.5695339, -46.6487562]",39.98354586589881,60.0164541341012,60.0164541341012,7.149758454106281,1.0521634615384614,1.0521634615384614,1.7531249999999998,0.7009615384615385,10.572463768115943,10.572463768115943,17.615942028985508,7.043478260869566,1.0715334900117508,1.0715334900117508,1.7853995299647474,0.7138660399529966,9.866666666666667,-23.56197,-46.652175,8
2660,Black,2024-09-23,13:58:00,7 min 13 sec,1.36 km,"Rua Doutor Diogo de Faria, Vila Mariana - São Paulo - SP, 04037-000, BR","Rua Afonso Celso, Vila Mariana - São Paulo - SP, 04119-060, BR",10.06,10.06,11.61,10.06,0.32,2024-09-23 13:58:00,0 days 00:07:13,1.36,"[-23.5962482, -46.6378593]","[-23.5981088, -46.6348705]",2.756244616709733,86.64944013781223,86.64944013781223,5.306372549019607,0.8968796433878158,0.8968796433878158,1.035066864784547,0.0285289747399702,7.397058823529411,7.397058823529411,8.536764705882351,0.2352941176470588,1.0249966037223204,1.0249966037223204,1.1829235158266538,0.0326042657247656,7.216666666666667,-23.596248,-46.637859,71
2661,Black,2024-09-23,13:00:00,34 min 17 sec,8.81 km,"Rua Alagoas, Consolação - São Paulo - SP, 01242-001, BR","Rua Agnaldo Manuel dos Santos, Vila Mariana - São Paulo - SP, 04116-250, BR",38.04,38.04,44.33,38.04,6.29,2024-09-23 13:00:00,0 days 00:34:17,8.81,"[-23.5457524, -46.6598201]","[-23.5914309, -46.6251358]",14.189036769681932,85.81096323031807,85.81096323031807,3.891411275066212,0.9936438833260776,0.9936438833260776,1.157945145842403,0.1643012625163256,4.317820658342792,4.317820658342792,5.031782065834279,0.713961407491487,0.1259451820615301,0.1259451820615301,0.1467705026495171,0.0208253205879869,34.28333333333333,-23.545752,-46.65982,8
2662,Comfort,2024-09-23,12:50:00,9 min 15 sec,2.04 km,"Rua Fernando de Albuquerque, Consolação - São Paulo - SP, 01309-030, BR","R. Armando Penteado, Higienópolis - São Paulo - SP, 01242-010, BR",11.44,11.44,15.18,11.44,3.74,2024-09-23 12:50:00,0 days 00:09:15,2.04,"[-23.5538066, -46.657958]","[-23.5455616, -46.6622456]",24.637681159420293,75.36231884057972,75.36231884057972,4.534313725490196,0.8633962264150943,0.8633962264150943,1.1456603773584906,0.2822641509433962,5.607843137254902,5.607843137254902,7.441176470588235,1.8333333333333333,0.606253312135665,0.606253312135665,0.8044515103338632,0.1981981981981982,9.25,-23.553807,-46.657958,8
2663,Comfort,2024-09-23,12:16:00,24 min 49 sec,5.09 km,"Rua Galvão Bueno, Liberdade - São Paulo - SP, 01506-000, BR","Rua Bela Cintra, Jardim Paulista - São Paulo - SP, 01415-004, BR",19.87,19.87,33.12,19.87,13.25,2024-09-23 12:16:00,0 days 00:24:49,5.09,"[-23.5596324, -46.6349487]","[-23.5580174, -46.6635919]",40.00603864734301,59.99396135265701,59.99396135265701,4.875573018991487,0.6895315211104686,0.6895315211104686,1.149334875650665,0.4598033545401966,3.903732809430256,3.903732809430256,6.506876227897839,2.6031434184675835,0.157302866733254,0.157302866733254,0.2621978332262393,0.1048949664929852,24.816666666666666,-23.559632,-46.634949,-1
2664,Black,2024-09-23,10:46:00,16 min 29 sec,4.85 km,"Rua Cayowaá, Perdizes - São Paulo - SP, 05018-000, BR","Rua da Consolação, Consolação - São Paulo - SP, 01301-100, BR",23.72,23.72,31.71,23.72,7.99,2024-09-23 10:46:00,0 days 00:16:29,4.85,"[-23.5319481, -46.6789665]","[-23.551886, -46.6578141]",25.197098707032485,74.80290129296752,74.80290129296752,3.398625429553265,1.1580146460537022,1.1580146460537022,1.5480878763222132,0.390073230268511,4.8907216494845365,4.8907216494845365,6.538144329896908,1.6474226804123713,0.2967070768140264,0.2967070768140264,0.3966518299229671,0.0999447531089406,16.483333333333334,-23.531948,-46.678966,24
2665,Black,2024-09-23,10:30:00,11 min 33 sec,1.33 km,"Rua Cotoxó, Vila Pompéia - São Paulo - SP, 05021-000, BR","Rua Cotoxó, Perdizes - São Paulo - SP, 05021-000, BR",10.98,10.98,12.5,10.98,-1.45,2024-09-23 10:30:00,0 days 00:11:33,1.33,"[-23.5312719, -46.6843237]","[-23.5312719, -46.6843237]",-11.6,87.84,87.84,8.68421052631579,0.7061093247588425,0.7061093247588425,0.8038585209003215,-0.0932475884244373,8.25563909774436,8.25563909774436,9.398496240601505,-1.0902255639097744,0.7147739478566546,0.7147739478566546,0.8137226182338964,-0.0943918237151319,11.55,-23.531272,-46.684324,10
2666,Black,2024-09-23,09:40:00,23 min 32 sec,9.45 km,"Rua Conselheiro Moreira de Barros, Santana - São Paulo - SP, 02018-012, BR","Av. Francisco Matarazzo, Água Branca - São Paulo - SP, 05001-200, BR",36.24,36.24,42.48,36.24,6.24,2024-09-23 09:40:00,0 days 00:23:32,9.45,"[-23.4929577, -46.6325753]","[-23.5261698, -46.6754905]",14.689265536723164,85.31073446327684,85.31073446327684,2.490299823633157,1.316222760290557,1.316222760290557,1.5428571428571427,0.2266343825665859,3.834920634920636,3.834920634920636,4.495238095238095,0.6603174603174604,0.1629569674895454,0.1629569674895454,0.1910157830837717,0.0280588155942263,23.533333333333335,-23.492958,-46.632575,27
2667,Black,2024-09-23,06:43:00,7 min 50 sec,2.61 km,"Rua Alves Guimarães, Jardim Paulista - São Paulo - SP, 05410-000, BR","Av. Dr. Enéas de Carvalho Aguiar, Pacaembu - São Paulo - SP, 05403-900, BR",12.78,12.78,14.97,12.78,2.19,2024-09-23 06:43:00,0 days 00:07:50,2.61,"[-23.558074, -46.6765949]","[-23.5564875, -46.6704223]",14.629258517034064,85.37074148296593,85.37074148296593,3.001277139208174,1.08,1.08,1.2650704225352114,0.1850704225352112,4.896551724137931,4.896551724137931,5.735632183908047,0.8390804597701149,0.6250917094644168,0.6250917094644168,0.7322083639031549,0.1071166544387381,7.833333333333333,-23.558074,-46.676595,1
2668,Comfort,2024-10-05,22:37:00,21 min 39 sec,9.07 km,"Rua Pamplona, Jardim Paulista - São Paulo - SP, 01405-200, BR","Rua Carlos Villalva, Jabaquara - São Paulo - SP, 04307-000, BR",27.32,25.57,36.21,33.32,-4.79,2024-10-05 22:37:00,0 days 00:21:39,9.07,"[-23.5663832, -46.656369]","[-23.632876, -46.6433545]",-13.228389947528306,92.018779342723,70.61585197459266,2.386990077177508,1.2990253411306043,0.9968810916179338,1.4116959064327486,-0.1867446393762183,3.673649393605292,2.819184123484013,3.992282249173098,-0.5281146637265711,0.1696835747623691,0.1302163567429105,0.1844010276754318,-0.0243932870081557,21.65,-23.566383,-46.656369,8
2669,Black,2024-10-05,21:02:00,23 min 25 sec,10.22 km,"Rua Manuel de Soveral, Santana - São Paulo - SP, 02040-120, BR","Al. Min. Rocha Azevedo, Cerqueira César - São Paulo - SP, 01410-000, BR",40.95,37.87,54.88,40.95,13.93,2024-10-05 21:02:00,0 days 00:23:25,10.22,"[-23.4892655, -46.6255851]","[-23.5613306, -46.6593419]",25.382653061224485,74.61734693877551,69.00510204081633,2.291258969341161,1.4936170212765958,1.3812765957446806,2.0017021276595743,0.5080851063829787,4.006849315068493,3.705479452054794,5.36986301369863,1.3630136986301369,0.1711110027787256,0.1582411153902403,0.2293179934675571,0.0582069906888314,23.416666666666668,-23.489266,-46.625585,150
2670,Black,2024-10-05,19:30:00,5 min 23 sec,1.90 km,"Rua Tagipuru, Barra Funda - São Paulo - SP, 01156-000, BR","Av. Francisco Matarazzo, Água Branca - São Paulo - SP, 05001-200, BR",12.72,12.72,17.46,12.72,1.25,2024-10-05 19:30:00,0 days 00:05:23,1.9,"[-23.5280427, -46.6664526]","[-23.5261698, -46.6754905]",7.159221076746849,72.85223367697594,72.85223367697594,2.833333333333333,1.355595026642984,1.355595026642984,1.860746003552398,0.1332149200710479,6.694736842105264,6.694736842105264,9.189473684210528,0.6578947368421053,1.243604366954538,1.243604366954538,1.7070229753951442,0.1222095486394003,5.383333333333334,-23.528043,-46.666453,13
2672,Black,2024-10-05,18:52:00,7 min 31 sec,2.03 km,"Avenida Nove de Julho, Jardim Paulista - Sao Paulo - SP, 01423, BR","Al. Itu, Jardins - São Paulo - SP, 01421-001, BR",14.52,12.52,22.66,20.52,-0.06,2024-10-05 18:52:00,0 days 00:07:31,2.03,"[-23.5676799, -46.6595231]","[-23.5624611, -46.6616378]",-0.2647837599293909,90.55604589585172,55.25154457193292,3.702791461412152,1.7817655571635311,1.0871201157742405,1.967583212735167,-0.0052098408104196,10.108374384236454,6.167487684729064,11.16256157635468,-0.0295566502463054,1.3447948183019671,0.8205083394318046,1.485041451399736,-0.0039321485915262,7.516666666666667,-23.56768,-46.659523,8
2674,Black,2024-10-05,18:07:00,19 min 50 sec,6.24 km,"R. Capote Valente, Pinheiros - São Paulo - SP, 05409-000, BR","Av. Pres. Juscelino Kubitschek, Vila Olímpia - São Paulo - SP, 04543-011, BR",26.95,26.95,38.68,37.95,5.73,2024-10-05 18:07:00,0 days 00:19:50,6.24,"[-23.5595041, -46.6742685]","[-23.589988, -46.6797924]",14.813857290589452,98.11271975180972,69.67425025853154,3.1784188034188032,1.5923076923076924,1.1307692307692307,1.622937062937063,0.2404195804195804,6.081730769230769,4.318910256410256,6.198717948717949,0.9182692307692308,0.3066418875242405,0.2177601809954751,0.3125404007756949,0.0462992889463477,19.833333333333332,-23.559504,-46.674268,1
2675,Black,2024-10-05,17:07:00,9 min 53 sec,3.41 km,"Rua Tajá, Vila Nova Conceição - São Paulo - SP, 04507-040, BR","Rua Professor Artur Ramos, Pinheiros - Sao Paulo - SP, 01454-011, BR",17.93,17.93,29.89,17.93,11.96,2024-10-05 17:07:00,0 days 00:09:53,3.41,"[-23.5864364, -46.6693513]","[-23.5825687, -46.6872481]",40.01338240214118,59.98661759785882,59.98661759785882,2.8983382209188657,1.2914765906362544,1.2914765906362544,2.152941176470588,0.8614645858343338,5.258064516129032,5.258064516129032,8.765395894428153,3.50733137829912,0.5320132731327858,0.5320132731327858,0.8868865997735063,0.3548733266407204,9.883333333333333,-23.586436,-46.669351,0
2676,Black,2024-10-05,16:48:00,10 min 29 sec,2.29 km,"Rua Doutor Mário Ferraz, Pinheiros - Sao Paulo - SP, 01453-010, BR","Rua Doutor Eduardo de Souza Aranha, Itaim Bibi - Sao Paulo - SP, 04543-120, BR",12.78,12.78,20.86,12.78,8.08,2024-10-05 16:48:00,0 days 00:10:29,2.29,"[-23.5823354, -46.6867892]","[-23.5883013, -46.6733357]",38.73441994247364,61.26558005752637,61.26558005752637,4.57787481804949,0.8823935558112773,0.8823935558112773,1.440276179516686,0.5578826237054085,5.580786026200873,5.580786026200873,9.109170305676855,3.5283842794759823,0.5323484285724204,0.5323484285724204,0.8689192660423074,0.336570837469887,10.483333333333333,-23.582335,-46.686789,125
2677,Black,2024-10-05,16:04:00,38 min 27 sec,11.97 km,"Rua dos Patriotas, Ipiranga - Sao Paulo - SP, 04207-040, BR","Rua Pedroso Alvarenga, Itaim Bibi - Sao Paulo - SP, 04531-004, BR",40.56,40.56,49.1,40.56,8.54,2024-10-05 16:04:00,0 days 00:38:27,11.97,"[-23.5831152, -46.6025288]","[-23.5823143, -46.6803114]",17.393075356415476,82.60692464358452,82.60692464358452,3.2121971595655805,0.9554770318021202,0.9554770318021202,1.1566548881036514,0.2011778563015311,3.388471177944862,3.388471177944862,4.101921470342523,0.7134502923976607,0.0881266886331563,0.0881266886331563,0.1066819628177509,0.0185552741845945,38.45,-23.583115,-46.602529,-1
2678,Black,2024-10-05,15:09:00,31 min 50 sec,10.65 km,"R. Oscar Freire, Cerqueira César - São Paulo - SP, 04512-001, BR","Rua Xavier Curado, Ipiranga - São Paulo - SP, 04210-100, BR",40.29,40.29,67.98,44.29,23.69,2024-10-05 15:09:00,0 days 00:31:50,10.65,"[-23.5624156, -46.6697615]","[-23.5844639, -46.604917]",34.84848484848485,65.15151515151516,59.26743159752868,2.98904538341158,1.2360000000000002,1.124372093023256,1.897116279069768,0.6611162790697676,4.15868544600939,3.783098591549296,6.383098591549296,2.224413145539906,0.1306393333824939,0.1188407934518103,0.2005161861219674,0.0698768527394735,31.833333333333332,-23.562416,-46.669762,8
2680,UberX,2024-10-04,19:28:00,40 min 17 sec,13.05 km,"Rua Professor Artur Ramos, Pinheiros - São Paulo - SP, 01454-011, BR","R. Alencar de Araripe, Sacomã - São Paulo - SP, 04253-000, BR",40.48,39.48,44.94,40.48,4.46,2024-10-04 19:28:00,0 days 00:40:17,13.05,"[-23.5825687, -46.6872481]","[-23.6149048, -46.596919]",9.924343569203382,90.0756564307966,87.85046728971963,3.0868454661558107,0.91411366202484,0.8915318027850959,1.0148287542340986,0.1007150922092585,3.10191570881226,3.0252873563218388,3.44367816091954,0.3417624521072797,0.0770024586382853,0.07510022398813,0.0854864251779778,0.0084839665396925,40.28333333333333,-23.582569,-46.687248,125
2681,Black,2024-10-04,18:36:00,32 min 9 sec,7.95 km,"Rua Itacolomi, Consolação - São Paulo - SP, 01239-020, BR","Rua Dr. Alceu de Campos Rodrigues, 126, Vila Nova Conceição - São Paulo - SP, 04544-000, BR",37.4,36.15,46.98,43.4,2.6,2024-10-04 18:36:00,0 days 00:32:09,7.95,"[-23.5485269, -46.6573376]","[-23.5900609, -46.6735919]",5.5342699020859945,92.37973605789698,76.94763729246488,4.044025157232704,1.2005532503457814,1.0,1.299585062240664,0.0719225449515906,5.459119496855346,4.547169811320755,5.90943396226415,0.3270440251572327,0.1698015395600418,0.1414360750022007,0.1838082103348103,0.0101724424621223,32.15,-23.548527,-46.657338,8
2682,Black,2024-10-04,18:00:00,20 min 19 sec,4.81 km,"Avenida Otaviano Alves de Lima, Casa Verde - São Paulo - SP, 02518-080, BR","Av. São João, Santa Cecília - São Paulo - SP, 01211-100, BR",24.79,22.29,35.63,24.79,10.84,2024-10-04 18:00:00,0 days 00:20:19,4.81,"[-23.5152999, -46.6585136]","[-23.5376794, -46.6487277]",30.423800168397413,69.57619983160257,62.55964075217513,4.223839223839224,1.0194653872515422,0.9166552433173406,1.46525017135024,0.4457847840986977,5.153846153846154,4.634095634095634,7.407484407484409,2.253638253638254,0.2536757745945605,0.228093304385347,0.36460136542171,0.1109255908271494,20.316666666666666,-23.5153,-46.658514,14
2683,Black,2024-10-04,14:42:00,21 min 46 sec,4.87 km,"Rua Haddock Lobo, Jardim Paulista - Sao Paulo - SP, 01414-003, BR","Rua Ministro Jesuíno Cardoso, Itaim Bibi - Sao Paulo - SP, 04544-050, BR",30.75,29.0,46.06,30.75,15.31,2024-10-04 14:42:00,0 days 00:21:46,4.87,"[-23.5629732, -46.6669142]","[-23.5916523, -46.6781175]",33.23925314806774,66.76074685193227,62.96135475466782,4.469541409993155,1.1934023285899096,1.125485122897801,1.7875808538163005,0.5941785252263907,6.314168377823409,5.95482546201232,9.457905544147843,3.143737166324436,0.2900843052598809,0.2735754423589121,0.4345132715534998,0.1444289662936188,21.766666666666666,-23.562973,-46.666914,8
2684,Black,2024-10-04,14:06:00,23 min 27 sec,4.83 km,"Rua Canário, Moema - São Paulo - SP, 04521-000, BR","R. Colômbia, Jardim América - São Paulo - SP, 01438-000, BR",28.48,24.08,41.82,28.48,13.34,2024-10-04 14:06:00,0 days 00:23:27,4.83,"[-23.5981248, -46.6639781]","[-23.5682171, -46.6707682]",31.898613103778096,68.10138689622191,57.58010521281683,4.855072463768115,1.0375227686703097,0.877231329690346,1.5234972677595628,0.4859744990892532,5.89648033126294,4.985507246376812,8.658385093167702,2.761904761904762,0.2514490546380785,0.2126015883316337,0.3692275093035267,0.1177784546654482,23.45,-23.598125,-46.663978,0
2685,Comfort,2024-10-04,12:56:00,24 min 22 sec,7.47 km,"Avenida Brigadeiro Luís Antônio, Jardim Paulista - São Paulo - SP, 01401-002, BR","Rua Simões Magro, São Paulo - São Paulo - SP, 04342-100, BR",25.04,23.29,39.47,29.04,10.43,2024-10-04 12:56:00,0 days 00:24:22,7.47,"[-23.5837116, -46.6694692]","[-23.6319318, -46.6484464]",26.42513301241449,73.57486698758551,59.00684063845959,3.261936635430612,1.023736780258519,0.8210340775558166,1.3914218566392478,0.3676850763807285,3.887550200803213,3.1178045515394914,5.28380187416332,1.3962516733601071,0.1595437838906927,0.1279536751657793,0.2168454941517094,0.0573017102610167,24.366666666666667,-23.583712,-46.669469,0
2686,Black,2024-10-04,12:33:00,7 min 5 sec,0.86 km,"Rua Joaquim Floriano, Itaim Bibi - São Paulo - SP, 04534-000, BR","R. Pedroso Alvarenga, Itaim Bibi - São Paulo - SP, 04531-001, BR",9.51,9.51,15.35,13.51,1.84,2024-10-04 12:33:00,0 days 00:07:05,0.86,"[-23.5851468, -46.6766559]","[-23.581308, -46.676461]",11.98697068403909,88.0130293159609,61.954397394136805,8.236434108527131,1.2189473684210528,0.8580451127819549,1.3849624060150376,0.1660150375939849,15.709302325581396,11.05813953488372,17.848837209302324,2.1395348837209305,2.217783857729138,1.5611491108071136,2.5198358413132698,0.3020519835841314,7.083333333333333,-23.585147,-46.676656,0
2688,Black,2024-10-04,07:22:00,12 min 6 sec,3.29 km,"Av. Marques de São Vicente, Varzea da Barra Funda - São Paulo - SP, 01139-001, BR","Av. Profª Ida Kolb, Casa Verde - São Paulo - SP, 02518-000, BR",16.89,16.89,26.23,16.89,9.34,2024-10-04 07:22:00,0 days 00:12:06,3.29,"[-23.5219376, -46.6634704]","[-23.5100807, -46.6630211]",35.608082348455966,64.39191765154403,64.39191765154403,3.677811550151976,1.0490683229813664,1.0490683229813664,1.6291925465838508,0.5801242236024844,5.133738601823708,5.133738601823708,7.972644376899696,2.838905775075988,0.4242759175060916,0.4242759175060916,0.6588962294958427,0.234620311989751,12.1,-23.521938,-46.66347,42
2689,Black,2024-10-04,07:00:00,10 min 37 sec,3.93 km,"Rua Cardoso de Almeida, Perdizes - São Paulo - SP, 05013-000, BR","R. Inhaúma, Barra Funda - São Paulo - SP, 01139-000, BR",17.97,17.97,26.32,17.97,8.35,2024-10-04 07:00:00,0 days 00:10:37,3.93,"[-23.5358615, -46.6667767]","[-23.5293514, -46.722121]",31.72492401215805,68.27507598784194,68.27507598784194,2.7014418999151824,1.229418472063854,1.229418472063854,1.8006841505131128,0.5712656784492588,4.572519083969465,4.572519083969465,6.697201017811705,2.124681933842239,0.4306925353817392,0.4306925353817392,0.6308195621172721,0.2001270267355327,10.616666666666667,-23.535862,-46.666777,2
2691,Black,2024-10-03,19:17:00,15 min 40 sec,5.72 km,"R. Professor Milton Rodriguez, Parque Anhembi - São Paulo - SP, 02009-040, BR","Rua Jaguaribe, Santa Cecília - São Paulo - SP, 01224-000, BR",28.15,25.9,46.92,28.15,18.77,2024-10-03 19:17:00,0 days 00:15:40,5.72,"[-23.5175872, -46.6389342]","[-23.5417352, -46.6486034]",40.00426257459505,59.99573742540494,55.2003410059676,2.738927738927739,1.43135593220339,1.3169491525423729,2.385762711864407,0.9544067796610172,4.921328671328672,4.527972027972028,8.202797202797203,3.281468531468532,0.3141273619997024,0.2890194911471507,0.5235828001785449,0.2094554381788424,15.666666666666666,-23.517587,-46.638934,161
2692,Black,2024-10-03,15:15:00,26 min 33 sec,4.89 km,"Av. Cidade Jardim, Itaim Bibi - São Paulo - SP, 01453-000, BR","R. Bela Cintra, Consolação - São Paulo -, 01424-002, BR",29.44,29.44,38.96,29.44,9.52,2024-10-03 15:15:00,0 days 00:26:33,4.89,"[-23.5831993, -46.6862651]","[-23.5540812, -46.6591723]",24.435318275154003,75.564681724846,75.564681724846,5.429447852760736,0.9636661211129296,0.9636661211129296,1.2752864157119477,0.3116202945990179,6.020449897750512,6.020449897750512,7.967280163599183,1.9468302658486707,0.2267589415348592,0.2267589415348592,0.3000858818681424,0.0733269403332832,26.55,-23.583199,-46.686265,125
